internationalCode,currency,asxCode,name,alternativeName,acn,abn,website,imageURL,marketCap2021-02-11,effectiveFromDate,effectiveToDate
,,NMR,Native Mineral Resources Holdings Ltd,,,,,,$6.48 M,,
,,RNE,Renu Energy Ltd,,,,,,$6.48 M,,
-,,EFE,Eastern Iron Ltd,,,,,,$6.43 M,,
-,,VAR,Variscan Mines Ltd,,,,,,$6.39 M,,
,,NOR,Norwood Systems Ltd,,,,,,$6.35 M,,
-,,APG,Austpac Resources NL,,,,,,$6.33 M,,
-,,BLZ,BLAZE International Ltd,,,,,,$6.3 M,,
-,,BDI,Blina Minerals NL,,,,,,$6.27 M,,
-,,VP7,Velocity Property Group Ltd,,,,,,$6.26 M,,
,,LIO,Lion Energy Ltd,,,,,,$6.22 M,,
-,,YTMF11,Equity Trustees Ltd,,,,,,$6.22 M,,
-,,AHN,Athena Resources Ltd,,,,,,$6.21 M,,
-,,GLA,Gladiator Resources Ltd,,,,,,$6.14 M,,
-,,YTMSG2,Equity Trustees Ltd,,,,,,$6.09 M,,
-,,OXX,Octanex Ltd,,,,,,$6.07 M,,
-,,AUP,Aurora Property Buy-Write Income Trust,,,,,,$6.06 M,,
-,,RNX,Renegade Exploration Ltd,,,,,,$6.04 M,,
-,,MAX,Millinium's Alternatives Fund,,,,,,$6 M,,
,,KOR,Korab Resources Ltd,,,,,,$5.98 M,,
-,,MTB,Mount Burgess Mining NL,,,,,,$5.94 M,,
,,FGO,Fargo Enterprises Ltd,,,,,,$5.93 M,,
-,,IPC,Imperial Pacific Ltd,,,,,,$5.93 M,,
-,,KGD,Kula Gold Ltd,,,,,,$5.92 M,,
-,,YTMMGR,Equity Trustees Ltd,,,,,,$5.91 M,,
,,EMP,Emperor Energy Ltd,,,,,,$5.9 M,,
-,,RMG,RMG Ltd,,,,,,$5.87 M,,
,,FIN,FIN Resources Ltd,,,,,,$5.83 M,,
-,,GO2,The GO2 People Ltd,,,,,,$5.74 M,,
-,,SYT,Syntonic Ltd,,,,,,$5.74 M,,
,,OPL,Opyl Ltd,,,,,,$5.72 M,,
-,,YTMVCX,Equity Trustees Ltd,,,,,,$5.65 M,,
,,RMI,Resource Mining Corporation Ltd,,,,,,$5.63 M,,
-,,ZMI,ZINC of Ireland NL,,,,,,$5.62 M,,
-,,SIL,Smiles Inclusive Ltd,,,,,,$5.57 M,,
-,,CMC,China Magnesium Corporation Ltd,,,,,,$5.56 M,,
,,ATP,Atlas Pearls Ltd,,,,,,$5.56 M,,
,,G88,Golden Mile Resources Ltd,,,,,,$5.54 M,,
,,OKJ,Oakajee Corporation Ltd,,,,,,$5.44 M,,
-,,FE8,Faster Enterprises Ltd,,,,,,$5.43 M,,
-,,YTMDX2,Equity Trustees Ltd,,,,,,$5.42 M,,
,,IMPQ,Einvest Future Impact Small Caps Fund (Managed Fund),,,,,,$5.42 M,,
,,PCL,Pancontinental Oil & Gas NL,,,,,,$5.41 M,,
-,,SXX,Southern Cross Exploration N.L.,,,,,,$5.39 M,,
-,,YTMAPA,Equity Trustees Ltd,,,,,,$5.38 M,,
-,,YTMWE1,Equity Trustees Ltd,,,,,,$5.34 M,,
-,,SAN,Sagalio Energy Ltd,,,,,,$5.32 M,,
-,,MHI,Merchant House International Ltd,,,,,,$5.28 M,,
-,,DMG,Dragon Mountain Gold Ltd,,,,,,$5.27 M,,
,,DGGF,Betashares Ethical Diversified Growth ETF,,,,,,$5.24 M,,
-,,FTT,Factor Therapeutics Ltd,,,,,,$5.21 M,,
-,,YTMAP1,Equity Trustees Ltd,,,,,,$5.19 M,,
,,PKO,Peako Ltd,,,,,,$5.19 M,,
-,,SVS,Sunvest Corporation Ltd,,,,,,$5.17 M,,
,,ETPMPD,ETFs Metal Securities Australia Ltd,,,,,,$5.15 M,,
-,,DBBF,Betashares Ethical Diversified Balanced ETF,,,,,,$5.11 M,,
,,DZZF,Betashares Ethical Diversified High Growth ETF,,,,,,$5.06 M,,
,,IDZ,Indoor Skydive Australia Group Ltd,,,,,,$5.05 M,,
,,GGE,Grand Gulf Energy Ltd,,,,,,$4.99 M,,
-,,NXE,New Energy Minerals Ltd,,,,,,$4.98 M,,
-,,GPS,GPS Alliance Holdings Ltd,,,,,,$4.95 M,,
-,,YTMAST,Equity Trustees Ltd,,,,,,$4.92 M,,
,,ZEU,ZEUS Resources Ltd,,,,,,$4.86 M,,
-,,ARC,Australian Rural Capital Ltd,,,,,,$4.85 M,,
-,,IMS,Impelus Ltd,,,,,,$4.82 M,,
,,AOA,Ausmon Resources Ltd,,,,,,$4.76 M,,
-,,RXH,Rewardle Holdings Ltd,,,,,,$4.74 M,,
-,,CWL,Consolidated Financial Holdings Ltd,,,,,,$4.69 M,,
-,,YTMNA1,Equity Trustees Ltd,,,,,,$4.68 M,,
-,,PIN,Pinchme.com Inc,,,,,,$4.67 M,,
-,,CYQ,CYCLIQ Group Ltd,,,,,,$4.61 M,,
-,,LML,Lincoln Minerals Ltd,,,,,,$4.6 M,,
-,,CMD,Cassius Mining Ltd,,,,,,$4.6 M,,
-,,WNB,Wellness and Beauty Solutions Ltd,,,,,,$4.58 M,,
-,,HGM,High Grade Metals Ltd,,,,,,$4.53 M,,
-,,YTMTL1,Equity Trustees Ltd,,,,,,$4.52 M,,
-,,IEQ,International Equities Corporation Ltd,,,,,,$4.49 M,,
,,PKD,Parkd Ltd,,,,,,$4.43 M,,
-,,XPE,Xped Ltd,,,,,,$4.39 M,,
-,,YTMSG1,Equity Trustees Ltd,,,,,,$4.28 M,,
,,KP2,Kore Potash Plc,,,,,,$4.22 M,,
-,,OEX,OILEX Ltd,,,,,,$4.16 M,,
-,,T3D,333D Ltd,,,,,,$4.13 M,,
-,,P2P,P2P Transport Ltd,,,,,,$4.13 M,,
-,,IGN,Ignite Ltd,,,,,,$4.03 M,,
-,,AO1,Assetowl Ltd,,,,,,$3.96 M,,
-,,PVL,Powerhouse Ventures Ltd,,,,,,$3.88 M,,
-,,IEC,Intra Energy Corporation Ltd,,,,,,$3.88 M,,
-,,KLR,Kaili Resources Ltd,,,,,,$3.83 M,,
-,,IVO,Invigor Group Ltd,,,,,,$3.8 M,,
,,GGOV,Betashares Global Government Bond 20+ Year ETF - Cur Hedged,,,,,,$3.76 M,,
-,,YTMF15,Equity Trustees Ltd,,,,,,$3.66 M,,
-,,LVE,Love Group Global Ltd,,,,,,$3.65 M,,
-,,HHY,HHY Fund,,,,,,$3.65 M,,
-,,MTL,Manalto Ltd,,,,,,$3.64 M,,
-,,YTMTCL,Equity Trustees Ltd,,,,,,$3.63 M,,
-,,KKL,Kollakorn Corporation Ltd,,,,,,$3.61 M,,
-,,NSE,New Standard Energy Ltd,,,,,,$3.55 M,,
-,,EXO,ENNOX Group Ltd,,,,,,$3.54 M,,
-,,VIA,Viagold Rare Earth Resources Holdings Ltd,,,,,,$3.5 M,,
-,,YTMTLS,Equity Trustees Ltd,,,,,,$3.46 M,,
-,,TRM,Truscott Mining Corporation Ltd,,,,,,$3.45 M,,
-,,MGZ,Medigard Ltd,,,,,,$3.45 M,,
-,,RAG,Ragnar Metals Ltd,,,,,,$3.45 M,,
-,,RD1,Registry Direct Ltd,,,,,,$3.45 M,,
-,,YTMF17,Equity Trustees Ltd,,,,,,$3.37 M,,
-,,BAS,Bass Oil Ltd,,,,,,$3.34 M,,
-,,EEU,Betashares Euro ETF,,,,,,$3.2 M,,
-,,SF1,Stemify Ltd,,,,,,$3.14 M,,
-,,HOR,Horseshoe Metals Ltd,,,,,,$3.05 M,,
-,,YTMF16,Equity Trustees Ltd,,,,,,$3.05 M,,
-,,STC,Sinetech Ltd,,,,,,$3.04 M,,
-,,OEQ,Orion Equities Ltd,,,,,,$3.03 M,,
,,TTA,TTA Holdings Ltd,,,,,,$3.02 M,,
-,,YTMTL2,Equity Trustees Ltd,,,,,,$3.02 M,,
-,,YTMAS2,Equity Trustees Ltd,,,,,,$2.99 M,,
-,,MDX,Mindax Ltd,,,,,,$2.96 M,,
-,,AGJ,Agricultural Land Trust,,,,,,$2.93 M,,
-,,YTMF10,Equity Trustees Ltd,,,,,,$2.9 M,,
-,,AXT,Argo Exploration Ltd,,,,,,$2.83 M,,
-,,MMR,Mec Resources Ltd,,,,,,$2.74 M,,
-,,R3D,R3D Resources Ltd,,,,,,$2.59 M,,
-,,CIO,Connected Io Ltd,,,,,,$2.57 M,,
-,,YTMMQ1,Equity Trustees Ltd,,,,,,$2.54 M,,
-,,LHB,Lionhub Group Ltd,,,,,,$2.48 M,,
,,MSI,Multistack International Ltd,,,,,,$2.47 M,,
,,DOR,Doriemus Plc,,,,,,$2.26 M,,
-,,QSS,Questus Ltd,,,,,,$2.22 M,,
-,,YTMSG3,Equity Trustees Ltd,,,,,,$2.18 M,,
-,,CVS,Cervantes Corporation Ltd,,,,,,$2.14 M,,
-,,RMT,Rma Energy Ltd,,,,,,$2.1 M,,
-,,YTMF14,Equity Trustees Ltd,,,,,,$2.07 M,,
-,,YTMORG,Equity Trustees Ltd,,,,,,$2.05 M,,
-,,GCR,Golden Cross Resources Ltd,,,,,,$1.93 M,,
-,,RPG,Raptis Group Ltd,,,,,,$1.9 M,,
-,,AKN,Auking Mining Ltd,,,,,,$1.87 M,,
-,,YTMALD,Equity Trustees Ltd,,,,,,$1.82 M,,
-,,TNP,Triple Energy Ltd,,,,,,$1.8 M,,
-,,MCB,MCB Resources Ltd,,,,,,$1.8 M,,
-,,AHK,Ark Mines Ltd,,,,,,$1.78 M,,
-,,PWNCA,Parkway Minerals NL,,,,,,$1.73 M,,
-,,BIR,BIR Financial Ltd,,,,,,$1.71 M,,
-,,YTMF07,Equity Trustees Ltd,,,,,,$1.66 M,,
-,,ABW,Aurora Absolute Return Fund,,,,,,$1.55 M,,
-,,MCX,Mariner Corporation Ltd,,,,,,$1.54 M,,
-,,YTMQF4,Equity Trustees Ltd,,,,,,$1.52 M,,
-,,YTMBH1,Equity Trustees Ltd,,,,,,$1.52 M,,
-,,CVF,Contrarian Value Fund Ltd,,,,,,$1.46 M,,
-,,YTMDX3,Equity Trustees Ltd,,,,,,$1.42 M,,
-,,SBU,Siburan Resources Ltd,,,,,,$1.4 M,,
-,,TTL,Transcendence Technologies Ltd,,,,,,$1.39 M,,
,,AQS,AQUIS Entertainment Ltd,,,,,,$1.36 M,,
-,,RNY,RNY Property Trust,,,,,,$1.32 M,,
-,,ATM,Aneka Tambang (Persero) TBK (PT),,,,,,$1.3 M,,
-,,PBX,Pacific Bauxite Ltd,,,,,,$1.19 M,,
-,,CGM,Cougar Metals NL,,,,,,$1.18 M,,
-,,YTMIP1,Equity Trustees Ltd,,,,,,$1.16 M,,
-,,YTMDO2,Equity Trustees Ltd,,,,,,$1.1 M,,
-,,YTMF13,Equity Trustees Ltd,,,,,,$1.05 M,,
-,,YTMWB1,Equity Trustees Ltd,,,,,,$1.02 M,,
-,,YTMANZ,Equity Trustees Ltd,,,,,,$1.01 M,,
-,,CCJ,County International Ltd,,,,,,$960 TH,,
-,,TOM,Tomizone Ltd,,,,,,$850.4 TH,,
-,,YTMSCP,Equity Trustees Ltd,,,,,,$810.74 TH,,
-,,EMUCA,EMU NL,,,,,,$809.7 TH,,
-,,E2E,Eon NRG Ltd,,,,,,$769.89 TH,,
-,,QUE,Queste Communications Ltd,,,,,,$730.95 TH,,
-,,AIB,Aurora Global Income Trust,,,,,,$689.71 TH,,
-,,PCH,Property Connect Holdings Ltd,,,,,,$685.86 TH,,
-,,QTG,Q Technology Group Ltd,,,,,,$600.83 TH,,
-,,ABL,Abilene Oil and Gas Ltd,,,,,,$397.61 TH,,
-,,REF,Reverse Corp Ltd,,,,,,$371.44 TH,,
-,,LAM,Laramide Resources Ltd,,,,,,$363.53 TH,,
-,,CDH,Chongherr Investments Ltd,,,,,,$260.42 TH,,
-,,KNH,Koon Holdings Ltd,,,,,,$186.53 TH,,
-,,CINPA,Carlton Investments Ltd,,,,,,$170.94 TH,,
-,,SSLPA,Sietel Ltd,,,,,,$75 TH,,
-,,WHFPA,Whitefield Ltd,,,,,,$23.79 TH,,
